idno,cntry,trust_parliament,trust_legal,trust_police,trust_politicians,trust_parties,pro_immigration,religiosity,life_satisfaction,satis_economy,satis_government,left_right,gender,age_group,education
16603,GR,high,high,high,medium,medium,medium,medium,medium,medium,medium,centre,female,45-59,high
15500,GR,low,high,high,low,low,low,low,high,low,low,left,male,18-29,medium
11864,HR,low,low,medium,low,low,high,medium,medium,low,low,centre,female,45-59,low
27344,HR,medium,medium,high,high,medium,high,medium,high,medium,low,left,male,60+,medium
20840,HR,high,high,high,high,high,low,medium,high,high,high,centre,female,60+,low
17750,HR,high,high,high,medium,medium,high,medium,high,low,medium,centre,male,18-29,high
11421,HR,low,low,medium,low,low,low,low,medium,low,low,left,male,30-44,high
19161,HR,low,low,medium,low,low,medium,medium,low,medium,low,centre,female,60+,low
21950,HR,low,low,low,low,low,low,medium,high,medium,low,centre,male,45-59,medium
23320,HR,low,low,medium,low,low,medium,medium,high,high,low,centre,female,18-29,high
10573,HR,low,low,low,low,low,medium,medium,medium,low,low,centre,male,30-44,medium
11040,HR,low,medium,high,low,low,high,high,high,low,low,centre,female,60+,low
20771,HR,low,low,low,low,low,medium,medium,high,low,low,right,male,60+,low
18002,HR,low,low,medium,low,low,low,low,high,low,low,centre,female,45-59,medium
13632,HR,low,low,high,low,low,high,medium,high,medium,low,centre,female,45-59,medium
25495,HR,medium,medium,medium,medium,medium,low,medium,high,medium,medium,centre,female,18-29,medium
19493,HR,low,low,medium,low,low,low,medium,high,medium,low,centre,male,45-59,medium
18918,HR,low,low,high,low,low,high,low,low,low,low,left,female,30-44,high
17241,HR,low,low,low,low,low,low,low,high,low,low,centre,female,18-29,high
12010,HR,medium,medium,medium,low,low,high,medium,high,medium,medium,centre,female,45-59,medium
24447,HR,low,low,medium,low,low,low,medium,medium,medium,low,left,female,60+,high
22001,HR,low,low,low,low,low,medium,low,high,low,low,left,male,60+,medium
11987,HR,low,low,low,low,low,medium,low,medium,low,low,left,male,60+,medium
23277,HR,high,high,high,high,medium,medium,high,high,medium,medium,centre,female,60+,low
21181,HR,medium,low,high,low,low,medium,high,high,medium,low,right,female,30-44,high
15422,HR,medium,medium,low,low,low,high,high,high,low,low,centre,female,60+,medium
24064,HR,medium,medium,medium,low,low,high,medium,high,medium,low,centre,female,18-29,high
19555,HR,high,medium,high,low,low,low,high,high,medium,high,right,female,60+,low
26942,HR,low,low,low,low,low,low,medium,high,low,low,centre,male,45-59,medium
13185,HR,low,high,high,low,low,medium,high,high,low,low,centre,male,30-44,medium
26903,HR,medium,high,high,medium,medium,high,high,high,high,medium,right,male,18-29,medium
15645,HR,low,low,low,low,low,medium,low,high,low,low,centre,male,60+,high
15814,HR,medium,low,low,low,low,medium,high,high,medium,medium,centre,female,45-59,medium
27374,HR,low,low,low,low,low,high,high,high,low,low,centre,female,60+,low
16578,HR,low,low,high,low,low,low,medium,medium,low,low,centre,female,45-59,medium
14692,HR,low,low,high,low,low,medium,high,high,low,low,right,male,45-59,high
20110,HR,low,low,low,low,low,medium,low,low,low,low,centre,male,60+,medium
23742,HR,low,low,medium,low,low,medium,medium,high,low,low,left,female,18-29,high
14352,HR,low,medium,high,low,low,high,medium,high,medium,low,centre,male,18-29,medium
23046,HR,low,low,medium,low,low,high,medium,medium,low,low,left,female,60+,medium
22637,HR,low,low,low,low,low,medium,high,high,low,low,centre,female,30-44,low
14136,HR,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,centre,female,18-29,low
19726,HR,low,low,low,low,low,high,high,high,low,low,centre,male,30-44,medium
20790,HR,low,low,low,low,low,high,medium,medium,low,medium,centre,male,45-59,medium
24490,HR,low,low,medium,low,low,medium,low,high,medium,medium,right,male,30-44,high
11175,HR,medium,high,medium,high,medium,medium,medium,high,medium,medium,right,male,18-29,medium
19174,HR,medium,medium,high,medium,medium,medium,medium,low,medium,medium,centre,female,60+,low
18319,HR,low,low,medium,low,low,medium,medium,medium,medium,medium,centre,female,30-44,high
15539,HR,low,medium,medium,low,low,medium,high,high,low,low,centre,male,60+,high
10795,HR,medium,low,medium,low,medium,high,high,high,medium,high,right,male,45-59,medium
17781,HR,high,high,high,high,high,medium,high,high,medium,medium,centre,female,18-29,high
10976,HR,low,low,medium,low,low,high,low,high,low,low,centre,male,45-59,medium
27803,HR,low,low,medium,low,low,low,medium,low,low,low,right,female,60+,low
12336,HR,low,low,medium,low,low,medium,low,low,low,low,centre,male,30-44,medium
22097,HR,high,high,high,high,high,medium,medium,medium,high,high,right,male,45-59,low
20154,HR,low,low,low,low,low,high,medium,medium,low,low,left,female,30-44,medium
18243,HR,medium,medium,medium,medium,medium,high,low,medium,medium,medium,centre,male,60+,low
16837,HR,medium,low,medium,low,low,medium,medium,medium,medium,medium,left,female,60+,high
25524,HR,low,low,medium,low,low,high,high,medium,low,low,centre,male,18-29,medium
23351,HR,low,low,medium,low,low,low,high,medium,medium,low,centre,male,60+,medium
21921,HR,low,low,low,low,low,high,medium,high,low,medium,centre,female,60+,medium
20229,HR,medium,high,high,medium,medium,medium,high,high,low,low,centre,female,30-44,medium
24927,HR,medium,low,high,low,low,medium,high,high,medium,high,centre,male,60+,medium
27017,HR,low,low,medium,low,low,high,high,high,low,low,left,female,60+,high
25782,HR,low,low,low,low,low,medium,medium,low,low,low,centre,male,60+,medium
20496,HR,medium,medium,high,low,low,medium,high,high,medium,medium,centre,male,30-44,medium
23004,HR,medium,low,high,low,low,high,high,medium,medium,high,right,male,60+,low
19908,HR,low,low,medium,low,low,high,high,high,medium,low,centre,female,30-44,high
15682,HR,low,low,low,low,low,low,high,medium,low,low,centre,female,60+,medium
27843,HR,medium,low,medium,low,low,high,medium,high,medium,medium,right,female,30-44,medium
26647,HR,low,low,medium,low,low,high,high,high,medium,medium,right,female,60+,low
10014,HR,low,low,medium,medium,low,high,high,high,medium,high,right,male,60+,medium
12519,HR,low,low,medium,low,low,medium,low,high,medium,low,centre,male,45-59,medium
14243,HR,low,low,high,low,low,medium,high,medium,medium,medium,right,male,60+,medium
20365,HR,low,low,medium,low,low,medium,low,low,low,low,left,female,60+,high
27814,HR,medium,medium,high,low,low,low,medium,medium,low,medium,centre,female,60+,low
13455,HR,high,high,high,medium,medium,high,high,high,high,high,right,female,60+,high
12117,HR,low,low,low,low,low,medium,high,medium,low,low,left,male,18-29,medium
23889,HR,low,low,low,low,low,low,medium,low,low,low,centre,male,30-44,medium
11360,HR,low,low,medium,low,low,medium,high,high,low,low,right,female,18-29,high
20192,HR,low,medium,high,low,low,high,low,high,medium,low,right,female,18-29,medium
26572,HR,low,low,low,low,low,medium,medium,medium,low,low,centre,female,30-44,medium
21763,HR,low,low,medium,low,low,high,high,high,medium,low,centre,male,60+,medium
10145,HR,medium,low,high,low,low,low,high,low,low,low,right,male,60+,low
26963,HR,low,low,low,low,low,low,high,high,low,low,left,female,60+,medium
24849,HR,low,high,high,low,low,low,high,medium,medium,medium,right,female,45-59,medium
24790,HR,low,low,high,low,low,medium,high,medium,medium,medium,left,male,60+,low
17416,HR,medium,low,medium,low,low,low,medium,high,low,low,centre,male,30-44,medium
13406,HR,low,medium,medium,low,low,medium,medium,high,medium,low,centre,male,45-59,medium
19046,HR,low,low,medium,low,low,low,medium,medium,low,medium,centre,male,60+,medium
26956,HR,medium,medium,medium,medium,medium,high,low,high,medium,medium,centre,male,18-29,low
19774,HR,medium,medium,high,low,low,medium,medium,high,low,medium,centre,male,30-44,high
26297,HR,medium,low,medium,low,low,low,high,high,medium,low,right,female,60+,medium
18874,HR,high,medium,high,low,low,high,high,medium,low,medium,right,male,30-44,medium
15592,HR,high,high,high,high,high,medium,high,high,high,high,right,female,60+,high
15604,HR,low,medium,low,low,low,high,medium,high,low,low,centre,female,45-59,medium
13992,HR,low,low,low,low,low,high,low,high,medium,low,centre,female,45-59,medium
22157,HR,medium,high,high,medium,medium,high,low,high,medium,medium,centre,female,60+,medium
13178,HR,medium,low,medium,low,low,low,high,high,low,high,right,male,60+,low
14866,HR,low,low,low,low,low,medium,high,low,low,low,centre,female,60+,medium
17649,HR,low,low,high,low,low,low,medium,high,low,low,centre,male,18-29,medium
11038,HR,low,low,medium,low,low,high,high,high,medium,medium,centre,female,60+,high
16714,HU,low,low,low,low,low,medium,low,high,low,low,centre,female,30-44,high
27006,HU,high,medium,high,high,high,high,high,high,high,high,centre,female,30-44,medium
26619,HU,low,low,low,low,low,medium,low,low,medium,low,left,female,60+,high
18835,HU,low,high,high,low,medium,low,medium,high,medium,low,right,female,18-29,high
22581,HU,high,high,high,medium,medium,medium,medium,high,medium,high,right,male,45-59,medium
18979,HU,medium,high,high,high,medium,high,medium,medium,medium,high,right,female,45-59,medium
24806,HU,high,high,high,medium,medium,medium,low,high,medium,medium,centre,male,18-29,low
23218,HU,low,low,low,low,low,medium,medium,medium,medium,low,centre,female,45-59,high
10380,HU,low,medium,medium,medium,low,medium,low,high,high,high,right,female,60+,medium
17371,HU,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,centre,female,30-44,medium
24271,HU,low,medium,medium,low,low,low,low,high,low,low,right,female,45-59,medium
21802,HU,high,medium,high,medium,medium,low,medium,medium,medium,medium,right,male,45-59,low
15675,HU,low,medium,high,medium,low,high,medium,high,low,low,left,female,45-59,high
14843,HU,high,medium,high,medium,medium,medium,low,high,high,high,right,male,30-44,high
19986,HU,low,medium,medium,medium,low,low,high,high,low,low,centre,female,45-59,medium
19297,HU,high,medium,high,high,high,medium,high,high,high,high,right,female,30-44,high
11160,HU,low,low,medium,medium,low,medium,high,low,medium,high,centre,male,45-59,medium
13023,HU,medium,medium,high,high,high,high,medium,medium,medium,medium,left,male,45-59,medium
18687,HU,high,high,high,high,high,low,medium,high,high,medium,right,male,60+,low
16782,HU,high,high,high,low,low,medium,medium,high,high,high,right,female,60+,medium
25584,HU,medium,medium,high,medium,medium,low,medium,high,high,high,right,female,30-44,high
23715,HU,low,low,low,low,low,high,high,medium,low,low,left,female,60+,high
18237,HU,high,medium,high,medium,medium,medium,low,high,medium,low,right,male,60+,medium
25308,HU,medium,medium,low,low,low,low,high,low,low,low,right,male,60+,medium
12565,HU,low,medium,high,low,low,medium,low,medium,low,low,left,female,18-29,medium
10632,HU,medium,high,medium,medium,medium,low,low,high,high,high,right,female,45-59,medium
23371,HU,low,high,medium,medium,medium,medium,low,medium,low,medium,centre,female,18-29,medium
20925,HU,low,medium,high,low,low,low,low,high,low,low,right,male,30-44,medium
17163,HU,medium,high,high,low,low,medium,high,medium,low,low,left,female,60+,medium
10476,HU,high,high,high,medium,medium,medium,low,high,high,medium,centre,female,18-29,medium
11587,HU,high,high,high,high,medium,high,medium,high,high,high,centre,female,18-29,medium
24335,HU,high,high,high,high,high,high,high,high,high,high,right,female,18-29,medium
20964,HU,medium,medium,medium,low,low,low,low,high,high,high,right,male,45-59,medium
27079,HU,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,centre,male,45-59,medium
18430,HU,medium,medium,medium,medium,medium,high,high,high,high,low,right,male,45-59,medium
21616,HU,medium,medium,medium,low,low,medium,low,high,medium,low,centre,female,45-59,medium
22319,HU,high,high,high,high,medium,medium,low,high,high,high,right,female,45-59,medium
17750,HU,low,low,low,low,low,low,low,high,low,low,right,female,45-59,medium
11271,HU,medium,medium,medium,low,medium,medium,low,high,medium,low,right,male,30-44,medium
10090,HU,high,medium,medium,medium,medium,low,low,high,high,high,right,female,30-44,medium
23008,HU,medium,high,medium,medium,medium,medium,medium,high,low,medium,right,female,30-44,medium
20815,HU,low,medium,high,low,low,medium,medium,high,low,low,left,female,30-44,medium
19267,HU,high,medium,high,medium,medium,high,low,high,medium,high,centre,male,18-29,high
17341,HU,high,high,medium,high,high,high,high,medium,high,medium,right,female,18-29,high
14148,HU,high,high,high,high,high,low,low,high,high,high,right,male,30-44,medium
24854,HU,medium,high,medium,medium,medium,medium,medium,high,medium,high,centre,male,45-59,high
13261,HU,high,high,high,medium,high,medium,high,high,medium,high,right,female,60+,medium
11661,HU,high,high,high,medium,medium,low,medium,high,high,high,right,female,45-59,medium
25878,HU,medium,high,high,high,medium,medium,low,high,medium,high,centre,male,45-59,medium
10206,HU,medium,medium,high,medium,medium,low,medium,high,medium,medium,centre,male,60+,high
25654,HU,low,high,high,low,medium,medium,low,high,medium,medium,right,female,18-29,high
23573,HU,low,low,low,low,low,low,low,high,low,low,right,female,18-29,low
17123,HU,high,high,high,high,high,medium,high,high,high,high,right,male,60+,high
15063,HU,medium,low,low,medium,low,medium,high,medium,medium,medium,centre,male,45-59,medium
22207,HU,low,medium,medium,medium,low,low,low,medium,medium,low,centre,male,45-59,high
25744,HU,high,high,high,high,high,medium,low,high,high,high,right,female,30-44,high
18091,HU,low,low,high,low,low,low,low,high,low,low,centre,female,60+,medium
21656,HU,low,medium,medium,low,low,medium,medium,high,low,low,centre,male,30-44,high
24351,HU,low,high,low,high,medium,low,high,high,medium,high,centre,female,60+,low
19949,HU,high,medium,high,medium,medium,medium,medium,high,high,high,right,female,60+,medium
21094,HU,medium,high,high,high,high,low,low,medium,high,medium,right,female,45-59,medium
23327,HU,low,medium,low,medium,low,low,low,medium,medium,high,right,male,18-29,medium
10120,HU,medium,medium,high,medium,medium,medium,high,high,high,high,right,female,30-44,medium
17692,HU,high,high,high,high,high,medium,high,high,high,high,right,male,45-59,medium
11822,HU,medium,medium,medium,medium,medium,medium,low,high,medium,medium,right,male,30-44,medium
14410,HU,high,high,high,medium,high,medium,medium,medium,high,high,right,male,45-59,low
19414,HU,medium,medium,medium,medium,medium,medium,medium,high,medium,high,right,male,45-59,high
10186,HU,low,low,medium,low,low,low,low,high,medium,low,centre,female,45-59,high
18032,HU,low,low,high,low,medium,high,low,medium,low,low,left,male,60+,medium
16325,HU,low,low,low,low,low,low,high,high,low,low,left,female,45-59,medium
23855,HU,low,high,medium,medium,low,low,medium,low,low,medium,centre,male,60+,low
23648,HU,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,centre,male,30-44,medium
24262,HU,medium,medium,medium,medium,medium,medium,medium,high,high,high,left,female,60+,medium
17705,HU,medium,high,high,medium,medium,medium,medium,medium,medium,medium,centre,male,60+,medium
